id,customer_message,gold_intent,pred_intent,intent_confidence,gold_decision,pred_decision,decision_reason,agent_reply,grounded,top_retrieval_sim,judge_overall,latency_ms
gold_073,- fix my phone. It's tweaking,general_complaint_and_escalation,ios_software_update_bugs,0.2937,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.29) or confidence margin (0.09) is below automation threshold.,We'd like to help. We’d like to learn more about what’s happening with your iPhone. Send us a DM telling us which iPhone you have and the iOS version.,True,0.756,4.5,72.63
gold_074,Hey I updated my 6s and now my flashlight won’t work. How am I supposed to find legos under the couch now?,ios_software_update_bugs,ios_software_update_bugs,0.307,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.31) or confidence margin (0.16) is below automation threshold.,"We'd like to help. We'd like to look into this with you. To start, which device are you experiencing this on?",True,0.5349,4.35,84.03
gold_075,Are you going to honor an earlier delivery date for buyers who were affected by the Citizen One issue?,order_shipping_and_trade_in,order_shipping_and_trade_in,0.3866,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.39) or confidence margin (0.12) is below automation threshold.,"We'd like to help. For concerns about purchases, reach out to our Online Sales Support team. You can contact them here:",True,0.5074,4.35,70.84
gold_076,"please check your dms, i need help",order_shipping_and_trade_in,other,0.2093,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.21) or confidence margin (0.02) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,Thanks for reaching out! We have your DM and will respond to you there. Be watching your inbox for our reply. Thanks!,True,0.6886,4.35,63.14
gold_077,"No, it’s cool I’m glad my phone constantly freezes and is useless.",ios_software_update_bugs,ios_software_update_bugs,0.394,AUTO_HANDLE,ESCALATE_TO_HUMAN,"Contains legal threat, fraud allegation, or severe customer dissatisfaction requiring human de-escalation. Intent confidence (0.39) or confidence margin (0.21) is below automation threshold.",We want to help out. Which version of iOS are you on?,True,0.6714,4.75,73.2
gold_078,Hmmmmm this isn’t supported by my iPhone?????,general_how_to_and_features,hardware_audio_and_screen,0.1791,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.18) or confidence margin (0.01) is below automation threshold.,We'd like to help. Let's meet up in DM to discuss what you're experiencing further and work on this together.,True,0.6518,4.35,67.28
gold_079,can’t find my subscription button in my account settings. Help! 😵,app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.3356,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.34) or confidence margin (0.07) is below automation threshold.,We'd like to help. We’d like to see how we can help. Can you give us some more details about the issue you're having?,True,0.6542,4.6,65.63
gold_080,Yes wtf,order_shipping_and_trade_in,other,0.2868,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.29) or confidence margin (0.11) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. We can help you out. Take a gander at the following article and DM us with any questions. Thanks.,True,0.6377,4.5,60.81
gold_081,This #ios11 battery drain is UNACCEPTABLE Please don’t send a list of things to improve battery - I’ve done it. Any updates?,battery_and_charging,battery_and_charging,0.5464,AUTO_HANDLE,ESCALATE_TO_HUMAN,"Contains legal threat, fraud allegation, or severe customer dissatisfaction requiring human de-escalation. Intent confidence (0.55) or confidence margin (0.33) is below automation threshold.",We'd like to help. We'd be happy to help with your battery life. Can you DM us the device and exact version of iOS 11 running?,True,0.8476,4.75,75.35
gold_082,Now I am sure that is trolling me. 6th replacement of iPhone (2nd for iPhone8) and it comes with faulty volume button. Why me ??,hardware_audio_and_screen,hardware_audio_and_screen,0.3459,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.35) or confidence margin (0.20) is below automation threshold.,We'd like to help. We can help. Send us a DM if enabling Change with Buttons in Settings > Sounds & Haptics.,True,0.6961,4.75,75.62
gold_083,why do you hate me so? How is it that I get caught in some new iTunesConnect rollout that doesn’t recognize I’m logged in? Arrghh,apple_id_and_icloud,ios_software_update_bugs,0.2092,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.21) or confidence margin (0.02) is below automation threshold.,We'd like to help. Perhaps we can help. DM us some information about the prompt you're receiving to log into iCloud. We'll go from there.,True,0.7321,4.5,82.95
gold_084,"Ach , warum? WARUM? Und dann noch dieser Umlaut-fail.",other,ios_software_update_bugs,0.2073,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.21) or confidence margin (0.02) is below automation threshold. Top historical evidence similarity (0.42) is below minimum threshold (0.45).,We'd like to help. We offer support via Twitter in English. Contact us for help in your preferred language here:,True,0.4176,4.1,76.73
gold_085,Why tf every time somebody say “I️” they have a box with a question mark in it? fix this shit it’s annoying asf!,other,other,0.3285,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.33) or confidence margin (0.09) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Let's work on this together. DM us and we'll continue there.,True,0.7979,4.75,84.21
gold_086,I’m trying to remove the annoying and dangerous songs of innocence from my phone. More than once it has turned on and,hardware_audio_and_screen,apple_id_and_icloud,0.1837,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.18) or confidence margin (0.01) is below automation threshold.,We'd like to help. Let's get that music downloaded again for you so you can enjoy your tunes. Which iPhone is this & what version of iOS?,True,0.6474,4.5,80.89
gold_087,What is the VPN?,general_complaint_and_escalation,ios_software_update_bugs,0.229,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.23) or confidence margin (0.07) is below automation threshold.,"We'd like to help. Are you using an installed application for VPN services? Send us a DM, and let us know.",True,0.5526,4.1,65.68
gold_088,#ios11bugs volume buttons intermittently stop working with earphones plugged in when the phone is locked. Its annoying,ios_software_update_bugs,ios_software_update_bugs,0.3166,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.32) or confidence margin (0.11) is below automation threshold.,"We'd like to help. Hi, can you tell us a bit more about what you're experiencing? We'll see what can be done to help.",True,0.7528,4.6,71.26
gold_089,"So decided to give us 70 new emojis and bug fixes, but also thought we couldn’t possibly be wanting to say “I️” anymore...🧐👏🏾",other,ios_software_update_bugs,0.3892,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.39) or confidence margin (0.17) is below automation threshold.,We'd like to help. We'll be happy to help you with this. Let's try this workaround:,True,0.7944,4.35,77.51
gold_090,I want to recover my Apple ID but I can't always wait hours and hours. I forgot to recover the last time due to the wait time.,apple_id_and_icloud,apple_id_and_icloud,0.7346,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,"Involves Apple ID credentials, account lockout, or two-factor authentication recovery. Intent 'apple_id_and_icloud' is designated for mandatory human review.","We'd like to help. Help is here! If you've already tried resetting your password, you may need help via phone support:",True,0.6701,4.6,85.19
gold_091,"If you’re going to update your phone software can please check that it works first, because the last two versions definitely don’t!",ios_software_update_bugs,ios_software_update_bugs,0.4635,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.46) or confidence margin (0.37) is below automation threshold.,We'd like to help. We want your device working properly. What is specifically going on with your device? Send us a DM.,True,0.7168,4.6,82.85
gold_092,Can someone pleeeeeease help me save excell files to my computer idk why I can and it is f r u s t r a t i n g,general_how_to_and_features,other,0.2029,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.20) or confidence margin (0.02) is below automation threshold. Top historical evidence similarity (0.42) is below minimum threshold (0.45). Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. We're here to help! What happens if you try to restart your Mac and begin the process again?,True,0.416,4.25,93.39
gold_093,"- Made a purchase and have not received my goods, any way any of you can assist?",app_store_billing_and_subscriptions,order_shipping_and_trade_in,0.223,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.22) or confidence margin (0.01) is below automation threshold.,We'd like to help. Send us a DM with some more information and we'll see what we can do to help.,True,0.6085,4.35,72.93
gold_094,"Hey , why have you changed my mail settings to push me new mail with the iOS 11 update? Can’t find the settings to change it back 😒",ios_software_update_bugs,ios_software_update_bugs,0.5046,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.50) or confidence margin (0.40) is below automation threshold.,"We'd like to help. We're here to help. So we can look into this with you, can you please message us in DM?",True,0.7162,4.6,74.22
gold_095,"Um, I know you are savoring the iPhone X but you killed battery life w/7 plus & 2017 iPad Pro with 11.0.3. Not happy. At All.",battery_and_charging,battery_and_charging,0.4632,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.46) or confidence margin (0.27) is below automation threshold.,We want to help you find the right solution. Send us a DM and let's get started.,True,0.6937,4.6,76.09
gold_096,Ellington & I️ are fighting over my cheese danish in the grocery store. i️ already gave him two bites. 🙄🤨 MINE. lol,other,general_complaint_and_escalation,0.226,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.23) or confidence margin (0.07) is below automation threshold. Top historical evidence similarity (0.34) is below minimum threshold (0.45).,Thanks for reaching out. We want to help get this sorted out for you. Could you please let us know your exact device model and current software version via DM so we can assist further?,False,0.3441,4.0,66.76
gold_097,Dear what was the point of the iPhone 8. This was a waste of my hard earned money. Signed: one pissed off customer.,general_complaint_and_escalation,general_complaint_and_escalation,0.1763,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.18) or confidence margin (0.01) is below automation threshold.,"We'd like to help. Reach out to us via DM and let us know what occurred, then we can take a look at options from there.",True,0.7497,4.6,72.3
gold_098,Hi I do not need another session with your representatives. All I ask you is to look for “ios11 battery” in Twitter.,battery_and_charging,battery_and_charging,0.391,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.39) or confidence margin (0.18) is below automation threshold.,We'd like to help. Having a reliable iPhone that stays charged is imperative. What kind of battery issues have you noticed? DM us here:,True,0.6249,4.75,73.43
gold_099,I updated my phone and I still see those question marks. What’s goin on,ios_software_update_bugs,ios_software_update_bugs,0.4448,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.44) or confidence margin (0.28) is below automation threshold.,We'd like to help. Let's get to the bottom of this together. DM us and we'll get started.,True,0.9123,4.75,68.58
gold_100,Why can’t I trade my iPad in for an Apple Store Gift Card at the Michigan Ave store?,order_shipping_and_trade_in,order_shipping_and_trade_in,0.2561,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.26) or confidence margin (0.01) is below automation threshold.,We'd like to help. Be sure to try these steps: For more help reach out to our Apple Pay team:,True,0.6699,4.75,69.28
gold_101,So has been charging my account twice a month for for the last 4 months and I’m just noticing smh!😡,battery_and_charging,battery_and_charging,0.3611,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.36) or confidence margin (0.19) is below automation threshold.,We'd like to help. Hey there! Let's get you in the right direction for support. Please contact our iTunes team:,True,0.5771,4.35,73.01
gold_102,Hey you’ve got a glitch in the matrix- can’t pick a time to collect my phone every slot I select brings up this msg!,ios_software_update_bugs,ios_software_update_bugs,0.2957,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.30) or confidence margin (0.13) is below automation threshold.,Thanks for reaching out. We have a workaround for this here: DM us if you still need help.,True,0.4955,4.5,77.23
gold_103,"your find my ____ feature sucks. It can’t even locate my AirPods within my 400 sq ft studio. They are here, fully charged not ringing",general_how_to_and_features,hardware_audio_and_screen,0.1955,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.20) or confidence margin (0.00) is below automation threshold.,We'd like to help. We'd love to help you find them. Take a look here and let us know if you have any questions:,True,0.5957,4.1,79.27
gold_104,"My iPad, my dads phone & iPad all link with the printer but my phone doesn’t.. what am I doing wrong?",general_how_to_and_features,general_complaint_and_escalation,0.2084,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.21) or confidence margin (0.03) is below automation threshold.,"We'd like to help. Hi there! Are you using AirPrint? If so, what model of printer are you using?",True,0.5792,4.25,73.86
gold_105,Why does beats 1 radio suddenly unavailable in Malaysia >?,app_store_billing_and_subscriptions,ios_software_update_bugs,0.1728,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.17) or confidence margin (0.02) is below automation threshold.,We'd like to help. Let's work on it together. Which device and OS are you using? Does anything happen when you press play?,True,0.6256,4.35,64.13
gold_106,Switching back to iPhone after 3 years of using Android. I have discovered that Siri is still completely useless. 3 years !,general_how_to_and_features,ios_software_update_bugs,0.2421,AUTO_HANDLE,ESCALATE_TO_HUMAN,"Contains legal threat, fraud allegation, or severe customer dissatisfaction requiring human de-escalation. Intent confidence (0.24) or confidence margin (0.04) is below automation threshold.","We'd like to help. We'd like to look into this with you. If you update the details in 'My Info', does the same issue remain? Which model do you have?",True,0.8036,4.5,73.27
gold_107,"hi..I've got the problem with my Macbook Charger, I have MacPro Retina 13', the charger looks like this..how to fix it? Ty😧",battery_and_charging,battery_and_charging,0.2861,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.29) or confidence margin (0.15) is below automation threshold.,"We'd like to help. We're glad you got in touch with us. Let's continue working via DM, so we can look into some additional support options.",True,0.7142,4.6,81.67
gold_108,what's going on? #iPhone6 #iOS10 can't manage my iCloud storage - works on #MacBookPro an even #iPad with #iOS8,apple_id_and_icloud,apple_id_and_icloud,0.5919,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.59) or confidence margin (0.47) is below automation threshold.,"We'd like to help. We're always happy to help. Send us a DM, and we'll look into this with you.",True,0.619,4.6,77.04
gold_109,"10/27 is my b-day, did preorder mon, 45 min of hell @ 3am later, wrong phone wrong date really? #iPhoneX #NotHappyBirthday2Me",order_shipping_and_trade_in,order_shipping_and_trade_in,0.3015,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.30) or confidence margin (0.16) is below automation threshold.,We'd like to help. We know you must be eager to receive your order. We'd suggest contacting BestBuy directly for help with tracking this order.,True,0.7242,4.6,82.68
gold_110,"4+ hours spent setting up a new 8 and pairing a watch. NOT OK. It's supposed to be easy, isn't it? #defective #notahappycamper",general_how_to_and_features,general_how_to_and_features,0.1642,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.16) or confidence margin (0.02) is below automation threshold.,We'd like to help. Let's check it out. Can you tell us what you're experiencing?,True,0.5851,4.35,76.48
gold_111,Hi I think it’s not a normal disk situation... 100 gb used by OSX. WTF.,general_complaint_and_escalation,other,0.2413,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.24) or confidence margin (0.09) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. We'll be happy to see how we can help. Which Mac are you using this with?,True,0.5672,4.1,75.18
gold_112,since updating to iOS 11.3 my Apple watch dies at 15:00 and iPhone 6splus dead at 17:00. Battery draining too fast...,battery_and_charging,battery_and_charging,0.4836,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.48) or confidence margin (0.20) is below automation threshold.,We'd like to help. Please meet us in DM so we can clarify and determine the best support options for these issues.,True,0.7174,4.6,77.43
gold_113,11.0.3 photos do not open when phone connected to PC. Windows PC can't see phone,battery_and_charging,ios_software_update_bugs,0.2898,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.29) or confidence margin (0.15) is below automation threshold.,We'd like to help. We'll be happy to help. DM us what kind of computer and OS you have and we'll continue support there.,True,0.5913,4.25,70.02
gold_114,plz tell me how to turn off 2 factor authentication? On is displayed but can’t switch to off,general_how_to_and_features,general_how_to_and_features,0.287,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.29) or confidence margin (0.10) is below automation threshold.,"We'd like to help. There is not a way disable the notifications. To have your voice heard, leave your suggestions here:",True,0.6435,4.6,70.81
gold_115,is my brand new iPhone X screen supposed to click when I try to do 3D Touch on some portions of it?,hardware_audio_and_screen,hardware_audio_and_screen,0.5389,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.54) or confidence margin (0.39) is below automation threshold.,We want to help. Which version of iOS are you using? Let us know more about this situation in DM.,True,0.6113,4.75,70.04
gold_116,hey is this order ready for pickup? W575026776,order_shipping_and_trade_in,order_shipping_and_trade_in,0.6829,AUTO_HANDLE,AUTO_HANDLE,Routine technical support issue (order_shipping_and_trade_in) classified with 0.68 confidence (margin: 0.59) and grounded in historical precedent (similarity: 0.48).,We'd like to help. Hi there. We can help point you in the right direction. DM us and tell us which country you're located in.,True,0.4811,4.5,66.65
gold_117,"How can I turn off these annoying ""iCloud Storage is Full"" messages on a Mac?",apple_id_and_icloud,apple_id_and_icloud,0.5602,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.56) or confidence margin (0.44) is below automation threshold.,We want to help. DM us which device you're having this issue on and we'll continue support there.,True,0.6508,4.75,68.86
gold_118,"Não estou conseguindo comprar memória, me ajudem",apple_id_and_icloud,ios_software_update_bugs,0.1705,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.17) or confidence margin (0.01) is below automation threshold.,"We'd like to help. Since our Twitter support is available in English, get help at or join",True,0.5647,4.1,68.8
gold_119,"fix your fucking I️ button, it’s driving everyone nuts",general_complaint_and_escalation,ios_software_update_bugs,0.2702,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.27) or confidence margin (0.10) is below automation threshold.,We'd like to help. We'd love to help. Could you give us a little more detail?,True,0.8003,4.35,65.82
gold_120,"please say your developers are hard at work on iOS 11.0.4 so that my headphones, charger and volume buttons work again, ughhhh 🙄🙄🙄🙄🙄",ios_software_update_bugs,ios_software_update_bugs,0.4165,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.42) or confidence margin (0.23) is below automation threshold.,We'd like to help. We are here to help whenever possible. DM which iPhone and specific iOS version you are using to get started.,True,0.7739,4.75,78.95
gold_121,"Hi, I want to know why I can't record the screen of my iPad with iOS 11",ios_software_update_bugs,ios_software_update_bugs,0.3862,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.39) or confidence margin (0.13) is below automation threshold.,We'd like to help. We are glad to help. Have you tried tapping the red status bar at the top of your screen and tapping Stop?,True,0.732,4.75,69.48
gold_122,this is a scam isn’t it?,app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.3041,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,"Contains legal threat, fraud allegation, or severe customer dissatisfaction requiring human de-escalation. Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.30) or confidence margin (0.14) is below automation threshold.",We'd like to help. We've got your back. Check out this link to identify and report phishing emails: Questions? Let us know.,True,0.7346,4.6,64.72
gold_123,Please sort this! Getting fed up of daily fraudulent emails....and illiterate scammers!,general_complaint_and_escalation,ios_software_update_bugs,0.1877,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.19) or confidence margin (0.01) is below automation threshold.,We'd like to help. Thanks for bringing this to our attention. Check out this article to help report phishing emails:,True,0.6095,4.35,71.13
gold_124,I’m about to complain Apple this I️ problem is pissing me off,general_complaint_and_escalation,other,0.1997,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.20) or confidence margin (0.01) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.7755,4.5,67.52
gold_125,Thank you to the new #iOS11 update. My #iPhone barely made it till 6pm,ios_software_update_bugs,ios_software_update_bugs,0.5055,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.51) or confidence margin (0.42) is below automation threshold.,We'd like to help. We're here to help. Please reach out to us via DM and let us know the issues you're having. We'll continue from there.,True,0.7755,4.6,68.42
gold_126,"Hi, iPhone upgraded to latest iOS software 11.0.3 and now apps keep crashing and the clock alarm doesn’t work. Please help!!",ios_software_update_bugs,ios_software_update_bugs,0.6008,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.60) or confidence margin (0.51) is below automation threshold.,We'd like to help. We'd be happy to take a look at what's happening with your alarms. Let us know what type of device you're using via DM.,True,0.7427,4.6,76.72
gold_127,if you don’t knock this shit off rn I️ swear,other,other,0.2595,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.26) or confidence margin (0.07) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. We'd like to look into this with you. Please join us in DM.,True,0.4785,4.35,72.0
gold_128,its 2017 can I get the ability to name Bluetooth devices so I’m not clicking one of the 30+ I already have hoping it’s the right one,general_how_to_and_features,general_how_to_and_features,0.4097,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.41) or confidence margin (0.28) is below automation threshold.,We'd like to help. We're happy to help with both of these issues. Please DM us about this and we'll work together there.,True,0.5231,4.5,87.82
gold_129,"When I open the camera app on my 6s. Please fix,",hardware_audio_and_screen,hardware_audio_and_screen,0.3553,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.36) or confidence margin (0.10) is below automation threshold.,We'd like to help. DM us and let us know more about what you're experiencing. We're glad to help.,True,0.7209,4.75,76.13
gold_130,Everything on the iPhone 5S is Slow after iOS11 update. Why even provide update if it makes phone slow? 🤦🏻‍♂️,ios_software_update_bugs,ios_software_update_bugs,0.6143,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.61) or confidence margin (0.53) is below automation threshold.,We'd like to help. We absolutely can help look into this with you. Which iPhone do you have & which version of iOS is installed?,True,0.7699,4.75,85.75
gold_131,my phone went from 61% to 34% while I left it on the counter to take a 10 minute shower. I’m fucking pissed.,general_complaint_and_escalation,general_complaint_and_escalation,0.2534,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.25) or confidence margin (0.06) is below automation threshold.,"We'd like to help. Let us know via DM the type of iPhone that you have, then we can help out with this from there.",True,0.7466,4.6,87.85
gold_132,"Why do I have to login THREE times everytime I start iTunes 12.7.0.66 on my Windows PC? First and third without title, second with ""iCloud Music Library session expired"" message. (See screenshots for both types of dialogs)",apple_id_and_icloud,apple_id_and_icloud,0.5273,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.53) or confidence margin (0.41) is below automation threshold.,We'd like to help. Let’s work together to find a resolution. Which computer and version of OS are you using?,True,0.7692,4.75,115.28
gold_133,Hey I just want to listen to my cum podcast but you broke the damn podcast app and I’m pissed,app_store_billing_and_subscriptions,other,0.201,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.20) or confidence margin (0.02) is below automation threshold. Query is unclassified or outside standard Apple Support troubleshooting domain.,We'd like to help. We're here to help. What issues are you experiencing with the Podcasts app?,True,0.7221,4.35,73.14
gold_134,My Phone Really Tweakin Tf Out Apple Fix This Shit Now!!️,general_complaint_and_escalation,general_complaint_and_escalation,0.267,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.27) or confidence margin (0.06) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.7141,4.75,70.29
gold_135,Never had problems with my 6+ until iOS 11. Now apps freeze and crash randomly. Everything is up to date.,ios_software_update_bugs,ios_software_update_bugs,0.67,AUTO_HANDLE,AUTO_HANDLE,Routine technical support issue (ios_software_update_bugs) classified with 0.67 confidence (margin: 0.60) and grounded in historical precedent (similarity: 0.83).,We'd like to help. We want to get your iPhone working properly. Please send us a DM so we can assist.,True,0.8324,4.75,73.76
gold_136,I️ need to manage my time better.,general_how_to_and_features,ios_software_update_bugs,0.2835,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.28) or confidence margin (0.12) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.462,4.25,64.79
gold_137,help me my MacBook won’t charge or turn on,battery_and_charging,battery_and_charging,0.3314,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.33) or confidence margin (0.16) is below automation threshold.,We'd like to help. Let’s team up on this. Does that continue after taking these steps in this article? Let us know via DM.,True,0.9019,4.75,70.7
gold_138,my iTunes Player on my phone won’t get off shuffle,app_store_billing_and_subscriptions,app_store_billing_and_subscriptions,0.2737,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent 'app_store_billing_and_subscriptions' is designated for mandatory human review. Intent confidence (0.27) or confidence margin (0.09) is below automation threshold.,We'd like to help. We're here for you. Does your music still shuffle even after turning it off? Use this for more help:,True,0.686,4.6,73.18
gold_139,had a text to say my account has been blocked temporarily why?,apple_id_and_icloud,apple_id_and_icloud,0.2869,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,"Involves Apple ID credentials, account lockout, or two-factor authentication recovery. Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.29) or confidence margin (0.12) is below automation threshold.","We want to help. So that we may continue, please use the link below to start a DM conversation with us.",True,0.5408,4.35,68.08
gold_140,I am having issues with email downloads and my phone isn’t recognising a lot of my contacts but they are still in contact list,general_how_to_and_features,ios_software_update_bugs,0.2168,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.22) or confidence margin (0.05) is below automation threshold.,We'd like to help. We can help. Are your contacts synced to the iCloud?,True,0.6723,4.35,86.02
gold_141,la batería de la nueva actualización es una vergüenza.,other,hardware_audio_and_screen,0.2484,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.25) or confidence margin (0.10) is below automation threshold.,"We'd like to help. Since our Twitter support is available in English, get help at or join",True,0.6829,4.35,97.19
gold_142,not sure if you’re trying to make us less self-absorbed but fix the letter “ I️ “ on my keyboard...,other,ios_software_update_bugs,0.3162,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.32) or confidence margin (0.06) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.7851,4.5,75.11
gold_143,I️ just typed a whole paragraph and my phone deleted it.... is really pissing me off lately 🙂,other,ios_software_update_bugs,0.2265,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.23) or confidence margin (0.06) is below automation threshold.,We'd like to help. Here’s what you can do to work around the issue until it’s fixed in a future software update:,True,0.6155,4.5,76.51
gold_144,So apparently has forced iCloud on my phone and has been backing up information I thought I had been deleting! If I want your,apple_id_and_icloud,apple_id_and_icloud,0.6293,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent 'apple_id_and_icloud' is designated for mandatory human review. Intent confidence (0.63) or confidence margin (0.56) is below automation threshold.,"We'd like to help. We certainly want to help you locate those photos and videos! Please send us a DM, and we'll investigate this together.",True,0.7168,4.6,75.36
gold_145,worst support ever after buying the extended warranty they told me your previous warranty has expired nothing can be done now.,hardware_audio_and_screen,general_complaint_and_escalation,0.3969,ESCALATE_TO_HUMAN,ESCALATE_TO_HUMAN,Intent confidence (0.40) or confidence margin (0.28) is below automation threshold.,We'd like to help. Thanks for the question. The team that may be able to help to help you with this can be reached here:,True,0.597,4.1,81.45
gold_146,The lastest update is super slow with all the apps and crashes every single time. Please fix it up with a new update maybe 🤕,ios_software_update_bugs,ios_software_update_bugs,0.6341,AUTO_HANDLE,ESCALATE_TO_HUMAN,Intent confidence (0.63) or confidence margin (0.56) is below automation threshold.,We'd like to help. We're here to help. DM us what iOS version you are on.,True,0.7577,4.75,73.05
