id,customer_message,context,gold_intent,gold_decision,gold_reason,optional_reference_notes
gold_104,"I️ don’t know what is going on with your shit, but get it together please cause I’ve had enough of the glitches","I️ don’t know what is going on with your shit, but get it together please cause I’ve had enough of the glitches @115858
For example, that first letter shouldn’t be a box with a question mark inside",,,,Historical agent resolution snippet: We want to look into what’s going on. DM us your device and OS version and we’ll continue there:...
gold_105,IOS 11.0.3 is latest in Apple updates that have been as annoying and buggy as Microsoft which I quit to go Apple. Now what?,IOS 11.0.3 is latest in Apple updates that have been as annoying and buggy as Microsoft which I quit to go Apple.  Now what? @applesupport,,,,"Historical agent resolution snippet: We want you to enjoy your iPhone. Tell us about the issues you’re noticing, and we’ll do all we can to assist you...."
gold_106,"why would I ever want to take my AirPods out while I’m listening to put them back in, and want to hear","why would I ever want to take my AirPods out while I’m listening to @115888 put them back in, and want to hear @115948
Sliding in the DMs",,,,Historical agent resolution snippet: Please help us understand what's happening. Is the problem the song or the device? Can you duplicate this on other devic...
gold_107,this update has cool futures but sucks....my phone is jacked. Please fix it.... #appleupdatesucks #iphoneproblem #help,"this update has cool futures but sucks....my phone is jacked. Please fix it.... #appleupdatesucks #iphoneproblem #help https://t.co/yb0z0uI3Zw
My phone keeps locking up; unable to answer calls, get out of programs and even locking in landscape mode. I have tried resetting, no luck.",,,,Historical agent resolution snippet: We'd be happy to look into this with you. What's going on?...
gold_108,"u guys are liar.. I bought iPhone 8 and there is no portrait option in my iPhone. If it’s not, y u mentioned it on site","@115858 u guys are liar.. I bought iPhone 8 and there is no portrait option in my iPhone. If it’s not, y u mentioned it on site",,,,"Historical agent resolution snippet: We're here to assist. As indicated on our iPhone 8 page, this feature is still in beta phase:..."
gold_109,I️ need to fix this update . I️ know y’all see that I️ ain’t I️ .,"I️ need @115858 @AppleSupport to fix this update . I️ know y’all see that I️ ain’t I️ .
Ok will there be another update soon though ?
Ok thank you ☺️",,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_110,wtf is this exclamation point and question mark thing that keeps replacing words on my phone??? fix your shit pls.,wtf is this exclamation point and question mark thing that keeps replacing words on my phone??? @115858 fix your shit pls.,,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_111,Why every time I️ type a “I️” question marks pop up,Why every time I️ type a “I️” question marks pop up @115858,,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_112,Is there a reason that it won't let me update my phone?,"Is there a reason that it won't let me update my phone? @AppleSupport https://t.co/8Mb0DpmQUm
I have the iPhone 6s
? https://t.co/gZDw2dp2lF
I got it thank you!!",,,,Historical agent resolution snippet: We can figure out why your iPhone isn't updating. Which one do you have?...
gold_113,Why does my Apple Watch no longer unlock my MacBook... congratulations on another successful update,Why does my Apple Watch no longer unlock my MacBook... congratulations on another successful update @115858,,,,Historical agent resolution snippet: You've come to the right place for help. Tell us which specific OS versions you have on your Apple Watch and MacBook via...
gold_114,The fact that my Iphone runs just as slow as my internet upsets me. make updates that fix my phone not make it worse.,The fact that my Iphone runs just as slow as my internet upsets me. @115858 make updates that fix my phone not make it worse.,,,,Historical agent resolution snippet: Thanks for bringing this to our attention. Please click here to join us in DM. We'll continue there:...
gold_115,"Hi! 👋🏼 Since downloading the most recent iOS, my gps isn’t working. Tried resetting, toggling location services etc. Ideas?!",,,,,Historical agent resolution snippet: We're happy to look into this. Please DM us your model iPhone and which apps you're seeing the GPS information is incorr...
gold_116,Apple fix the damn I,Apple fix the damn I @115858,,,,Historical agent resolution snippet: We’ve got what you need. Use these steps to help with your issue: Still not working? DM us....
gold_117,what is wrong with my upper case (i) why is it coming out like this “ I️ “ ???????????,,,,,Historical agent resolution snippet: Let's look into this together. Certainly not what we want you to experience. Please DM us which device & software you're...
gold_118,"Congrats , you successfully made the new #MacOS #HighSierra to freeze like a Windows 20 yrs ago. Now I suggest a blue screen #fail","Congrats @115858, you successfully made the new #MacOS #HighSierra to freeze like a Windows 20 yrs ago. Now I suggest a blue screen #fail",,,,Historical agent resolution snippet: We'd be happy to help you through the problems the with your Mac. Please DM us with information about what you're seeing...
gold_119,I updated my phone and still seeing question mark boxes wtf,I updated my phone and still seeing question mark boxes wtf @115858,,,,Historical agent resolution snippet: We're here for you. DM us using the link below and we'll go from there....
gold_120,"On iOS 11, automatic personal hotspot enable is not working - while on iPad I click my iPhone name in the list of WiFi networks, it spins for like 15 seconds and then displays an error. I have to enable hotspot on iPhone manually for this to work",,,,,Historical agent resolution snippet: We'd like to look into this with you. Send us a DM by clicking on the link below. We'll go from there....
gold_121,phone messed up from updates 11.01.People can’t hear me.I was told can pay 300 for a new phone.But your updates broke myphone,,,,,Historical agent resolution snippet: We want to help look into this. Reach out to us in DM and we will work together to find a solution....
gold_122,can we PLEASE get this “I️” thing under control because I’m tired of having to autocorrect it every time!!!1!1!!,,,,,Historical agent resolution snippet: Thanks for reaching out. We have a workaround for this here: DM us if you still need help....
gold_123,#Apple🚨Since iOS 11.0.3 my📱7+ my🔋 life 👎🏼. Unplugged at 💯% and after 30 minutes of use down to 80% what can be ✅ 2 🛠🔩⚠️❓😤😡,"#Apple🚨Since iOS 11.0.3 my📱7+ my🔋 life 👎🏼. Unplugged at 💯% and after 30 minutes of use down to 80% @AppleSupport what can be ✅ 2 🛠🔩⚠️❓😤😡
At least 3 depending on use and yes all official apple cable and adapter",,,,Historical agent resolution snippet: We'd be happy to work with you. How many times a day are you charging it? Is this the official Apple cable and adapter?...
gold_124,why do I keep getting emails stating that you tried calling me and there’s no missed calls?,,,,,Historical agent resolution snippet: Let's look into this for you. Have you spoken to us recently? Let us know in DM....
gold_125,I wish iMessage had a night mode. can we make this happen in the next update?,I wish iMessage had a night mode. @115858 can we make this happen in the next update?,,,,Historical agent resolution snippet: Thanks for reaching out to us. We would love to hear your feedback:...
gold_126,Why does my iPhone die in like <4 hours since this most recent software update?! What the hell?!,"Why does my iPhone die in like &lt;4 hours since this most recent @115858 software update?! What the hell?! @AppleSupport @2310
No. It’s happened consistently regardless of hat I️ do since the most recent software update. My battery used o last until bedtime. My phone has died by noon everyday this week. Terrible.
Just responded to your question via dm.",,,,Historical agent resolution snippet: Let us help. Do you notice this happening more when using a certain application or feature? Send us a DM to continue....
gold_127,I am not happy. I set an alarm at 7:45 on my day off to make sure I was ready for pre orders to start. 1/2,"@AppleSupport I am not happy. I set an alarm at 7:45 on my day off to make sure I was ready for pre orders to start. 1/2
@AppleSupport Store wouldn’t load until 8:10 despite it supposed to be open at 8:01 and I was greeting with this https://t.co/qDUzf22oiY
When will the programme reopen for iPhone X",,,,Historical agent resolution snippet: We don't want you missing out on the iPhone X either! Get in touch with our Apple Online Sales team here:...
gold_128,Side note: this I️ is bullshit. Fix this ASAP,Side note: this I️ is bullshit.  Fix this ASAP @115858,,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_129,PROOF. It’s been off the charger for 3 hours (been at work since six) and it’s almost half dead. FIX. THIS.,PROOF.  It’s been off the charger for 3 hours (been at work since six) and it’s almost half dead.  FIX.  THIS. https://t.co/tQshqDXYO9,,,,Historical agent resolution snippet: We're glad to work with you. DM us using the link below....
gold_130,"is my iPhone 6S too old (less than 2 years bought from Apple Store), or is it not built for iOS 11. Battery doesn’t last now","is my iPhone 6S too old (less than 2 years bought from Apple Store), or is it not built for iOS 11. Battery doesn’t last now
I have sent a DM with the information.",,,,Historical agent resolution snippet: Thanks for reaching out and we'd like to look int this with you. Send us a DM with more information about what's going o...
gold_131,Y is my iPhone SE getting heated after new update?,,,,,Historical agent resolution snippet: Let's get this addressed. DM us and let us know when you are experiencing the heating up issue so we can help....
gold_132,WHY ARE THE I’S NOT I’S,@AppleSupport WHY ARE THE I’S NOT I’S,,,,Historical agent resolution snippet: Thanks for reaching out. We have a workaround for this here: DM us if you still need help....
gold_133,I️ feel so unstable. What is going onnn,"I️ feel so unstable. What is going onnn
why is that happening to my capital letter i?
11.1",,,,Historical agent resolution snippet: Let’s help with this. Which iOS version is showing for you in Settings > General > About?...
gold_134,My camera get blurry when I want to take pictures of text in a book. This started after iOS 11 update.. Lead me back to 10 pls,"My camera get blurry when I want to take pictures of text in a book. This started after iOS 11 update.. Lead me back to 10 pls
This wasn’t helpful.. please lead me back to iOS 10.. iOS 11 still needs to be fixed.. I am disappointed this time. 😞",,,,Historical agent resolution snippet: Here are some tips about fixing blurred or out of focus photos: Let us know if you need more help....
gold_135,On MacMail 10.3 how can I delay an email being marked as read when selected. Closing preview pane works but want to keep open,,,,,"Historical agent resolution snippet: You can click the message, then select Messages > ""Mark as Unread"" in the menu options. Please DM additional questions...."
gold_136,"since I installed 11.0.3. My screen contrast keeps changing on its own, Bluetooth turns on on its own & battery life is now 💩","since I installed 11.0.3. My screen contrast keeps changing on its own, Bluetooth turns on on its own &amp; battery life is now 💩",,,,Historical agent resolution snippet: We want you to have a great experience with iOS 11.0.3. DM us about these issues and we'll work together there....
gold_137,"TestFlight not loading in ITunesConnect. So damn frustrating, PLEASE apply more resources here, ITC is a nightmare.","TestFlight not loading in ITunesConnect. So damn frustrating, @115858 PLEASE apply more resources here, ITC is a nightmare.",,,,"Historical agent resolution snippet: To help you get the best support, we suggest that you contact Apple Developer Support here:..."
gold_138,Скоро ли будет обновление до 11.1? Изменится ли ситуация с расходом батарейки? Недочёты и перезагрузки iPhone исправят?,,,,,Historical agent resolution snippet: We offer support via Twitter in English. Contact us for help in your preferred language here:...
gold_139,ever since installing iOS 11.0.3 on my iPhone 6 the clock app won’t keep time anymore! It updates randomly sometimes but IDK,"ever since installing iOS 11.0.3 on my iPhone 6 the clock app won’t keep time anymore! It updates randomly sometimes but IDK
Thanks! No I haven’t done that update yet...will do it &amp; see if that fixes the issue...🤞🏼
Did the update &amp; problem solved! Thanks for your response!",,,,"Historical agent resolution snippet: We're here to help. First of all, we recently released iOS 11.1. Have you already updated?..."
gold_140,"Hey , I lost *24% battery in 8 minutes* today... when simply updating apps. WHEN is the iOS 11 Battery Drain fix coming? #iOS11","Hey @AppleSupport, I lost *24% battery in 8 minutes* today… when simply  updating apps.  WHEN is the iOS 11 Battery Drain fix coming? #iOS11 https://t.co/4Ru3VRcEj3
Thx, but already did DM support with previous support rep, and my battery proved to be just fine. Already tried all ""tips."" Fix needed ASAP!",,,,Historical agent resolution snippet: We want to help. Send us a DM and we'll go from there....
gold_141,"Hi guys, please check your DM.",,,,,"Historical agent resolution snippet: Thanks for reaching out. We've received your DM, and we'll continue there...."
gold_142,want to tell me why my phone turned off and now i cant even unlock it becasue the touch ID doesnt even work :)))),,,,,Historical agent resolution snippet: We'd love to help with your Touch ID! Check out this article for steps to fix the trouble you're having:...
gold_143,my 7 plus iPhone for the third time after I did the last update hanged on me and I had to restart it so what is the problem ?,"my 7 plus iPhone for the third time after I did the last update hanged on me and I had to restart it so what is the problem ?
https://t.co/sCdvIvfqrP
And then what ?
Ok thanks",,,,Historical agent resolution snippet: We can help! Which version of iOS are you running? You can check at Settings > General > About > Version....
gold_144,sort this out please 👍👌😉,"sort this out please 👍👌😉 https://t.co/kz4EJyL8W1
It won’t let me open the email and it’s with gmail
I’m not no
Okay 👌",,,,"Historical agent resolution snippet: We'd like to look into this with you. If you open one of the emails, does it have any content? Who is your email provide..."
gold_145,iOS 11 is aids everything is super slow now,"iOS 11 is aids @AppleSupport everything is super slow now
@397674 They want to help here but they can’t all we can do is cross our fingers and wait for next update",,,,Historical agent resolution snippet: Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started....
gold_146,"Since watchOS 4.1 update, #AppleWatch notifications (breathing) not showing + training minutes added only after restart?","Since watchOS 4.1 update, #AppleWatch notifications (breathing) not showing + training minutes added only after restart? @AppleSupport",,,,Historical agent resolution snippet: Tihs doesn't sound like expected behavior. DM us so we can take a closer look into it with you....
gold_147,I’m a fan of the new “i” emoji!!,@AppleSupport I’m a fan of the new “i” emoji!! https://t.co/8VN5s5vSk1,,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_148,I got an e-mail from this address but I'm not sure if open it because i think ir could be a scam.,I got an e-mail from this address but I'm not sure if open it because i think ir could be a scam. https://t.co/XkR5Zd8nZJ,,,,"Historical agent resolution snippet: Hey there, we want to help. We have an article here that can explain potential phishing attempts:..."
gold_149,iPhone 8 y iPhone 8 Plus. La nueva generación de iPhone. Ya están disponibles.,"iPhone 8 y iPhone 8 Plus. La nueva generación de iPhone. Ya están disponibles.
Señores Apple la versión iOS 11 viene con muchos problemas, se des configura el teléfono, se cierra las ventanas, se calienta la batería
@437415 Y'all suck now. That's the tea ma friends. Only launching new phones and immediately crewing the old versions? #AppleScam",,,,Historical agent resolution snippet: We offer support via Twitter in English. Get help in Spanish here: or join...
gold_150,What’s up with this camera shake on my iphone after the update ?,What’s up with this camera shake on my iphone after the update ?@AppleSupport,,,,"Historical agent resolution snippet: Let's check it out together. Send us a DM, letting us know which iPhone you have...."
gold_151,Hey why does my right headphone always break I’m sick of being worried I’m going deaf.,Hey @115858 why does my right headphone always break I’m sick of being worried I’m going deaf.,,,,Historical agent resolution snippet: Let's help take a closer look. DM us what country you're in and we can go from there....
gold_152,Que mal funciona iOS 11.0.3 con /,Que mal funciona iOS 11.0.3 con @115888 / @AppleSupport,,,,Historical agent resolution snippet: We offer support via Twitter in English. Get help in Spanish here: or join...
gold_153,Hi Mr. Cook My name is Russell Akers and I would like you to know how i was treated at your call center it was not very pleasent,,,,,Historical agent resolution snippet: We'd like to hear more about your experience. DM us more details and we'll get started....
gold_154,Or does anyone know how to reset a macbook to default. COMMAND R and R + power isn't doing the trick.,Or does anyone know how to reset a macbook to default. COMMAND R and R + power isn't doing the trick. @AppleSupport,,,,Historical agent resolution snippet: We'd love to help with this. What happens when you try to boot to recovery? Let us know in DM and we'll work together....
gold_155,"Having terrible issues with the new iOS software, battery drains by 20% in 5 min while reading WhatsApp msgs!!!","Having terrible issues with the new iOS software, battery drains by 20% in 5 min while reading WhatsApp msgs!!!
iPhone 6. Fantastic phone till the day I downloaded the new os now about 5 weeks ago. This iOS 11.03 will be the death of my precious phone
Can we expect substantial bug fixes?Or the option to downgrade?I can trade in the good looks for my battery life and phone that doesn’t hang",,,,Historical agent resolution snippet: We'd like to look into this with you. What is your exact iOS version? What kind of iPhone are you using?...
gold_156,"some features on my iPhone 7 have stopped working eg camera rotation, fast app switcher...",,,,,Historical agent resolution snippet: Let's look into this together! Join us in DM with the iOS version currently installed and details about when this starte...
gold_157,. Thanks to your rep for disconnecting me after he realized he was clueless without ay notice. #applefail,. @applesupport Thanks to your rep for disconnecting me after he realized he was clueless without ay notice. #applefail,,,,"Historical agent resolution snippet: Not the experience that we want for you to have, but we're here to help. Let us know via DM what you need assistance wit..."
gold_158,Why is my battery (iPhone 6) drained (after a few hours on stand by) after I updated to IOS 11! Never had that problem before!,,,,,Historical agent resolution snippet: We'd like to look into this with you. Reach out via DM using the link below....
gold_159,"Any reason Independence Day Resurgence went from 4K, to 4K HDR and then back to HD on the UK iTunes store today?",,,,,"Historical agent resolution snippet: Thanks for reaching out. For questions regarding iTunes Store content, reach our iTunes Store team here:..."
gold_160,FIX THIS LETTER “i “ epidemic!!!! I’m mad I️ can’t spell out stuff,,,,,Historical agent resolution snippet: We can definitely look into this with you. Which device are you using? DM us and let us know....
gold_161,"yo, ever since the update my phone freezes, not cool man. Smh.",,,,,Historical agent resolution snippet: Let's look into this for you. Send us a DM and we can check on available options for you....
gold_162,"Hi, been having a lot of trouble with my iPhone lately and any help or advice u could give would really help.","Hi, been having a lot of trouble with my iPhone lately and any help or advice u could give would really help.
I'm on 10.2 I haven't been able to update to the latest version of iOS because of space...and thanks for getting back to me!🙂
Right now it shows zero but in an hour it could be 18, 100 or tomorrow a 1g.",,,,Historical agent resolution snippet: We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version....
gold_163,we know that you know that iOS 11 freezes everyone’s screen. Fix it.,,,,,"Historical agent resolution snippet: Thanks for reaching out. If you're having an issue with your device, we'd like to know more to help. DM us and we'll con..."
gold_164,you know it’s not cool to not download video from iPhone to Mac just because another video with the same file name exists?,"you know it’s not cool to not download video from iPhone to Mac just because another video with the same file name exists?
I’ve almost lost a year worth of my videos that are, you know, priceless to me, while managing my Photos library",,,,"Historical agent resolution snippet: We're happy to help. Were you managing them on your iPhone, or something else? Thanks...."
gold_165,WHY IS MY PHONE DOING THIS WHEN TRYING TO TYPE “i”??,WHY IS MY PHONE DOING THIS WHEN TRYING TO TYPE “i”?? https://t.co/CHbUzW7UVe,,,,"Historical agent resolution snippet: Let's meet up in DM, where we can provide some information. You can reach us at the link below...."
gold_166,what’s up with this iOS update not working??,@AppleSupport what’s up with this iOS update not working??,,,,Historical agent resolution snippet: Thanks for reaching out. We're here to help. DM us so we can look into this further with you....
gold_167,This iPhone glitch is blowing me. I️ can’t.,"This iPhone glitch is blowing me.  I️ can’t.
😡",,,,Historical agent resolution snippet: Go ahead and send us a DM with more details. We will go from there....
gold_168,hey what’s going on with the letter I . When i start to. Type this happens below,hey what’s going on with the letter I . When i start to. Type this happens below https://t.co/jbNZfUwkzL,,,,"Historical agent resolution snippet: Let's look at this together. To begin, are you completely updated to iOS 11.1?..."
gold_169,how do we stop the bloody annoying storage almost full notifications especially as normally at least 2g free #annoying !!!,,,,,Historical agent resolution snippet: You have our commitment to look into this with you. Let's work together in DM where we can investigate and offer a solut...
gold_170,"the last update of IOS 11 consumes the battery like crazy unlike the the older one, what shall i do?",,,,,Historical agent resolution snippet: Let's look into that. Send us a DM and we'll go from there....
gold_171,When your iPhone decides to update to iOS 11. DA FUQ? I didn’t want it 😞 now it’s slow and battery diesssss,When your iPhone decides to update to iOS 11. DA FUQ? I didn’t want it 😞 now it’s slow and battery diesssss @115858,,,,Historical agent resolution snippet: Let's help. Please DM us and we can pick up from there....
gold_172,"2 versiones de iOS 11, y aún así no puedo apagar el WIFI desde CC y el screenshot no se guardan en automático, pa’que pues? 🙄","2 versiones de iOS 11, y aún así no puedo apagar el WIFI desde CC y el screenshot no se guardan en automático, pa’que pues? 🙄@AppleSupport
@AppleSupport Lo odio... se acaba mi batería rapidísimo, se traba!!! No me gusto nada",,,,Historical agent resolution snippet: We offer support via Twitter in English. Get help in Spanish here: or join...
gold_173,after #ios11update my drains from 45% to dead overnight. 😒 can you update on the fix???,,,,,Historical agent resolution snippet: We'd love to work on this with you. Sent us a DM; we'll look at it from there:...
gold_174,is there any way I can get a refund from Music I bought a while ago?,,,,,Historical agent resolution snippet: We're happy to help and point you in the right direction. Visit our iTunes Team here:...
gold_175,Hey anyway to turn off the clicks when I’m entering my passcode on my Apple Watch?,Hey @AppleSupport anyway to turn off the clicks when I’m entering my passcode on my Apple Watch?,,,,Historical agent resolution snippet: Please see this article for tips on adjusting those sounds:...
gold_176,"Hi, ! How can I get back to IOS10 in my iPhone 6 plus? My life is a hell since I updated to #IOS11! 😩🔫","Hi, @AppleSupport! How can I get back to IOS10 in my iPhone 6 plus? My life is a hell since I updated to #IOS11! 😩🔫",,,,Historical agent resolution snippet: We're here to help. What issue(s) are you experiencing with your device?...
gold_177,fix when I️ want to type the letter I and it autocorrects to I️,,,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_178,conserta os erros do ios 11 por favor eu não aguento mais meu celular travando e minha bateria acabando,conserta os erros do  ios 11 por favor eu não aguento mais meu celular travando e minha bateria acabando,,,,"Historical agent resolution snippet: Since our Twitter support is available in English, get help at or join..."
gold_179,you guys need to fix these bum ass updates you've been sending into the world 😒,,,,,Historical agent resolution snippet: We're here for you. Can you tell us what device you are using and the issue you're experiencing?...
gold_180,I love but iOS 11 has been blowing mine from day one and every update seems to be getting worse,I love @115858 but iOS 11 has been blowing mine from day one and every update seems to be getting worse,,,,Historical agent resolution snippet: What issues are you having with your device after updating? Let us know in DM and we can team up to get them resolved....
gold_181,Updated iOS and only getting msgs and WhatsApp if I am connected to WiFi,"Updated iOS and only getting msgs and WhatsApp if I am connected to WiFi
Yes, only happened since the update",,,,Historical agent resolution snippet: We can look into the data connection for these apps with you. Do you have Cellular Data turned off for these apps?...
gold_182,"My work mom: “I don’t go to buffets because I wait on people all day long, and I want to be waited on!”","My work mom: “I don’t go to buffets because I wait on people all day long, and I want to be waited on!”
Her one exception is the Rivers Casino Sunday brunch which we all know is litty 2 tity
RIP the time you made me go there for your bday brunch when I had the flu and now I can never eat it again :(
RIP I️ forgot about that
Why is iPhone messing up my tweets
Bitch that is some droid shit
Look at this! Wtf? I️ updated https://t.co/N3RXWB4U4y
?????????????
@115858 @6990 @18540 @20600 @16234 help",,,,"Historical agent resolution snippet: If you're having issues with your device, we'd like to help. Please send us a DM when you have a chance...."
gold_183,I’ve had my fully charged iPhone unplugged for 20 min. and the battery is now at 80%. Has been happening since iOS 11 came out,,,,,Historical agent resolution snippet: Let's get to the bottom of this battery issue. DM us about this and we'll continue from there....
gold_184,"So what’s happening with 11.0.2?? I update my phone, and now my QC35 headphones sound shoite! Any explanation?","So @AppleSupport what’s happening with 11.0.2?? I update my phone, and now my QC35 headphones sound shoite! Any explanation?",,,,Historical agent resolution snippet: Let's be sure the Apple software and hardware are working as expected. Please reach out to us in DM to get started....
gold_185,This iOS 11 draaaaaaiiinnnnnssss your battery.. omfg!!!!! fix this shit!,This iOS 11 draaaaaaiiinnnnnssss your battery.. omfg!!!!! @115858 fix this shit!,,,,Historical agent resolution snippet: Let's get to the bottom of the battery issues you are seeing. Could you join us in DM with more info?...
gold_186,So y’all gonna fix this “I” glitch or nah?,So @115858 @AppleSupport y’all gonna fix this “I” glitch or nah?,,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_187,Hey ? Maybe fix the iOS and make it so I can actually receive ANY notifications? I keep missing important texts 😡,"Hey @115858 ? Maybe fix the iOS and make it so I can actually receive ANY notifications? I keep missing important texts 😡
@443728 When I link the visa I have a problem with the solution https://t.co/rkBFHpXJeZ
6s, iOS 11.0.3",,,,Historical agent resolution snippet: We'd be happy to see how we can help. Which device and OS version are you using?...
gold_188,But forreal someone fix this,"But forreal someone fix this @AppleSupport https://t.co/Af65zlLdNF
@AppleSupport Seriously thought mine was the only one doing that. I️ like reset my phone and reset my dictionary and it’s still doing it 😒😒",,,,Historical agent resolution snippet: We are aware of this issue and are working hard to find a resolution. We do have a workaround:...
gold_189,"I have an iPhone 7, and I have to hard reset my phone more than twice a day. This IOS update sucks. Fix it","I have an iPhone 7, and I have to hard reset my phone more than twice a day. This  IOS update sucks. Fix it @AppleSupport",,,,Historical agent resolution snippet: That's not an experience we want you to have. Please send us a DM so we may better assist you....
gold_190,I forgot my iPhone passcode... How can I reset my phone?,,,,,Historical agent resolution snippet: This is a great guide that speaks directly to that issue: Let us know if that helped....
gold_191,"I'm utterly done with , I spent £1,200 on a laptop that doesnt even do the basic task of working.","I'm utterly done with @115858, I spent £1,200 on a laptop that doesnt even do the basic task of working.",,,,Historical agent resolution snippet: Let's take a look at it together. Please join us in DM and let us know more about the issues you're encountering....
gold_192,Why is my #iphone battery diminishing after the latest update last night ????? It’s been brilliant until this morning!!,Why is my #iphone battery diminishing after the latest update last night @115858 ????? It’s been brilliant until this morning!!,,,,Historical agent resolution snippet: We can help with the battery life. Check out to see how to optimize battery usage....
gold_193,What happened to iOS? Haven’t had this many glitches with an product since my 2nd gen ipod touch that i jailbroke,What happened to iOS? Haven’t had this many glitches with an @115858 product since my 2nd gen ipod touch that i jailbroke,,,,"Historical agent resolution snippet: We'd love to help with any issues you're experiencing. Let us know all about what's going on, including which device you..."
gold_194,"I need a new phone guys mine just took a crap on me. It was fully charged, and new every five seconds my battery goes down.","I need a new phone guys mine just took a crap on me. It was fully charged, and new every five seconds my battery goes down.
iPhone 6s version 11.0.3",,,,Historical agent resolution snippet: We'd like to help. What kind of iPhone do you have & what iOS version is it on? Check in Settings > General > About....
gold_195,"iCloud Photo Stream not syncing and no way to trigger it, other than turning the feature off and on, is getting very annoying .","iCloud Photo Stream not syncing and no way to trigger it, other than turning the feature off and on, is getting very annoying @115858.",,,,Historical agent resolution snippet: We'd be happy to look into this with you. Can you provide us which device you're using with iCloud Photo Stream?...
gold_196,- garbage service today from your Bentalls Centre store. Treat customers like that? Then you can’t expect loyalty.,,,,,Historical agent resolution snippet: This is not what we like to hear. DM us here:...
gold_197,Hace media hora tenia 100% de carga y ahorita 85%. Me dueles Pónganse bien con un case con batería gracias.,Hace media hora tenia 100% de carga y ahorita 85%. Me dueles @115858 @AppleSupport Pónganse bien con un case con batería gracias.,,,,Historical agent resolution snippet: We offer support via Twitter in English. Get help in Spanish here: or join...
gold_198,yea bro wtf it’s annoying af,yea bro wtf it’s annoying af https://t.co/pHSk5IGOD6,,,,Historical agent resolution snippet: Here’s what you can do to work around the issue until it’s fixed in a future software update:...
gold_199,"Oi , resolve logo esse iOS 11 ( maior erro), se fosse para sofrer igual quando tinha Android eu não comprava mais nenhum aparelho 😘","Oi @115858, resolve logo esse iOS 11 ( maior erro), se fosse para sofrer igual quando tinha Android eu não comprava mais nenhum aparelho 😘
Tudo dando problema... iPhone, iPad... 🤦🏽‍♀️😡
thanks for the reply,  but I need you to fix this iOS 11",,,,"Historical agent resolution snippet: Since our Twitter support is available in English, get help at or join..."
gold_200,why is my phone changing all capital i’s to little boxes? Like it doesn’t understand a capital i?,,,,,Historical agent resolution snippet: Let's take a look at this issue together. Send us a DM and we'll go from there....
